teff (K),abs (mag),spect
3642.211075,-0.846,K4III
5696.339023,4.58,G0V
8530.827321,2.299,A1V
8343.669885,-13.04,B0.5Ib
3566.554323,-0.718,K5III
4172.97046,7.341,K5V
5763.530113,4.27,G1V
5527.542937,4.68,G3V
12098.32379,-1.804,B2IV
4876.335042,5.702,K0V
3498.156852,-1.852,M2III
3623.236231,-0.333,M4III
10657.34248,-1.375,A0III
3445.080475,-3.14,M1II
10351.66458,-1.633,B3III
4251.717284,0.362,K0III
13117.85332,-1.294,B5Vvar
4471.297467,0.775,G8III
4087.546097,1.126,K2III
10181.82115,0.648,B9.5V
10457.02616,0.341,A0V
6311.434135,3.318,F5V
7286.052702,-14.02,A0Ia
5853.4917,4.412,G0V
4084.151829,1.053,G8/K0III
4111.505004,0.803,K2II
3469.672355,-1.137,K5/M0III
10809.1867,-0.932,B9III
9862.107375,0.092,A1V
6684.495933,2.81,F2V
4247.972102,1.978,K0III
6179.097417,3.325,F5V
9011.591969,0.191,B8V
3519.031062,-0.2,M2III
3618.217897,0.386,K3III
4594.471192,0.608,G8III
7257.367409,2.048,A9V
8137.821643,2.148,A3IV:
8584.700782,-0.985,B3V
5390.986769,4.149,G3V
10713.65621,0.99,A1V
9399.260471,1.056,B8V
5836.87425,2.07,F8V
7597.366883,1.137,A3IIIm...
3651.151373,-7.78,M5e-M7IIIe
5615.985964,3.61,G2V
4452.263883,0.713,K0III
7351.644126,1.818,A1IV
11277.69149,0.327,B8/B9III
5586.11361,3.879,G3V
4913.660961,4.877,G8/K0V
4514.332504,2.106,K1III
6461.746003,1.747,F3V
9756.021185,-0.015,A2V
7778.659582,1.938,A2IV
5484.610294,1.882,A6/A7V
9726.231778,1.002,B9.5V
7031.033581,3.023,A9V
4987.706984,5.669,G8/K0V
4102.908021,1.304,K1/K2III
9440.350216,-0.184,A0V
4382.147666,0.556,K0III
5759.522792,3.626,G0/G1V
4040.658399,-0.111,K0/K1III
6488.574974,3.19,F0/F2V
4324.48024,0.755,G8III:
4326.43724,-0.763,K0III
5727.713106,3.216,F7V
4121.881048,7.322,K5V
10067.00246,0.979,B9V
6504.806566,1.361,F5V
9036.197017,-0.107,A1/A2V
4475.554832,1.026,G8III
9711.422134,0,A1V
9123.65501,-0.048,B9.5V
9318.405992,-0.256,B5Vn
5836.87425,3.674,F8/G0V
3926.020043,1.271,K2III
4236.78586,1.994,K0III
9136.322358,-1.481,B3V
4534.038615,-0.008,G6IV
4551.736768,1.604,G8III+...
5545.680917,3.991,G3V
2857.653061,-12.25,M2Iab
4342.173337,1.361,K1III
8053.418048,-1.157,B6V
4185.541013,7.505,K5V
5832.738289,3.067,F5V
6212.738339,2.088,F2II
5343.991492,5.129,G6V
10751.6143,-1.688,B2V
4118.415098,0.967,K1IIICN...
6451.091843,2.154,F2V
4475.554832,1.812,F3V
8820.608804,1.774,A0V
13309.35905,0.444,B4V
6169.569123,2.96,F3/F5V
5799.912358,3.306,F7V
6316.472199,0.236,B4V
11150.61722,0.192,B8/B9IV
4085.848082,-1.085,K1III
8987.153735,0.761,A3V
4624.294378,-1.073,G6/G8III
4214.632668,0.462,K2III
4266.780961,0.576,K0III
5575.013529,3.157,G2V
3459.55914,-1.344,K4/K5III
6122.472888,3.466,F0V
9226.241371,0.566,B4V
4236.78586,0.142,K0III
4274.362982,3.567,G8V
4024.236268,1.43,K0III
4164.049087,0.96,K2III
6017.480361,4.832,F4V
9048.562667,-0.727,B8III
3851.050201,0.651,M6III
6701.983181,3.231,F0V
5093.848621,4.784,G8IV
2692.679948,-2.208,C9I
5199.613192,5.1,G6V
7873.443931,0.48,A4V
9681.971242,-0.995,B3V
4384.170584,0.541,G8/K0III
5812.167858,3.523,G1V
7653.898239,0.133,A6III
5196.514957,4.297,G5V
4437.599311,1.127,K0III
5951.389681,3.074,F7V
5787.72126,3.015,G0V
10265.86484,-0.477,B9V
6377.723436,-2.635,B5Iab
3674.394875,-0.142,K4/K5III:
3579.906541,-1.294,K4III
5531.158665,4.25,G2V
6372.562421,1.95,F3/F5V
10986.63383,-1.288,B9V
9048.562667,-0.819,A3V
6108.518527,3.66,F5V
11430.61224,0.547,B9V
3660.146736,-0.589,K4/K5III
5638.653958,3.692,F7V
4160.493868,0.769,K2IIICN...
8552.275046,-14.74,B9Ia
4330.35789,0.229,G8III:
6085.436994,3.278,F5V
4247.972102,1.506,K2III
4384.170584,3.343,K3III
9023.873528,0.774,A3V
6261.600142,3.146,F3V
9372.114569,0.25,B6V
3647.313105,-0.884,K5III
4479.822346,0.81,K0III
4687.811298,6.306,K3V
5680.812363,4.41,G2V
3583.569787,0.481,K5III
4074.01116,0.748,K2III
11971.9691,1.15,B8/B9V
3439.551981,-1.52,M1III
3492.413222,-1.706,K5III
4289.628584,-0.08,K0III
3804.911878,-1.68,K2IIICN...
5324.162181,4.158,G6V
6113.16114,-0.429,A8IV
11611.87543,-3.063,B6III
5073.335461,3.592,G5V
5439.029058,3.479,G3/G5V
4368.052288,-0.908,G8/K0III
4306.966284,3.739,K1III
3817.748256,1.729,K3III
4356.060371,-0.071,F7V
5265.761129,4.517,G5V
5820.374238,3.701,F8V
4123.61676,-1.153,K2III
4392.285665,1.472,K0III-IV
4127.093671,-0.748,K2IIICN...
12610.65851,-1.458,B5V
4484.100047,6.526,K3V
4671.135032,1.624,K0III+...
5631.072573,1.625,F8/G0V
5845.168212,4.29,F8IV-V
6737.303352,2.661,A9V
4987.706984,5.027,G8IV
6099.259686,2.787,F6V
4596.748219,1.458,K0III-IV...
5743.562896,1.42,F3V
4454.368724,2.679,G9IV
8661.571144,1.748,A4V
4135.81811,2,K2III
3849.587175,-1.389,K3III
3566.554323,-0.517,MIII
3633.325306,-0.879,K2IIICNvar
4603.596262,0.405,K0III
10676.03138,-0.848,B6V
4549.515054,0.541,G8III
4094.355838,1.403,F3V
5159.692691,1.147,G6III:+...
6331.646916,2.786,F2V
4344.150422,1.407,K0III
5968.836057,3.274,F6V
6667.122312,1.736,F0V
6164.818732,3.463,F6/F7IV
6276.446861,2.879,F3V
11658.323,-0.218,B5III
11047.41761,0.269,A1Vs
10317.13021,0.378,B8/B9V
3069.405664,-1.428,M2Iab
3958.611014,-1.341,K2/K3III
5747.5425,3.656,G1/G2V
4488.387975,2.464,K0III
5181.092729,5.437,G8V
4418.921201,0.924,G8III
5604.737114,3.878,G2V
8333.571644,0.365,B9:Vn...
5638.653958,4.264,G0/G1V
4246.102601,1.47,K1/K2III
5751.529004,3.874,F8V
4280.071648,7.701,K8V:
3852.514618,0.58,K2III
6174.328675,1.619,F0V
7670.243999,2.248,A5V
3377.002694,-2.279,K4III
5982.005035,3.514,F6V
6532.086157,2.4,F4IV
6731.384351,2.865,F0V
11192.57633,0.992,B8III
4001.523309,-1.132,K1III
11681.72155,-1.846,B5III
7166.056166,0.814,A8V
4400.438402,1.357,K1III
7138.534064,0.096,A7III
3684.844638,0.261,K3/K4III
7761.731043,1.651,A4IV
4408.629077,0.986,G7III:
3758.752875,0.468,K4III
7882.20437,0.132,A1V
4336.255552,0.554,K0III
4278.166642,0.183,K1III
3610.72288,-0.678,M3III
4342.173337,1.077,K0III
7004.786101,2.3,A9V
3826.366203,0.474,K2III
10317.13021,0.889,A0V
5763.530113,4.255,F8V
5986.410857,2.698,F5V
11681.72155,-0.124,B9V
6610.015901,3.071,A9V+...
4194.578134,-0.795,K1III
9291.838881,1.398,A0V
3880.60564,-0.187,K2/K3III
5751.529004,4.307,G1V
6367.411835,2.651,F2III
4445.964252,3.574,K0/K1III-IV
4272.46432,0.715,K1III
6398.472457,3.7,F3/F5V
4027.507341,0.872,K1/K2III
9846.775685,-0.074,A0V
3712.63248,-1.566,K3III
5735.624314,4.161,F9V
5096.796024,3.753,G3/G5V
5456.447905,3.606,G3V
4001.523309,0.529,M5IIIvar
5882.858873,2.217,F5V
4231.220295,1.13,K2III
3633.325306,-0.002,K3III
3541.405988,-0.93,M3III
6183.875378,-12.68,B0Ib
4486.24273,0.329,K0III-IV
7207.840898,3.016,F0V
5505.972004,3.593,G1V
7479.666522,2.188,A5V
5799.912358,4.008,G1V
9226.241371,1.524,B9III
5571.325741,4.129,G3V
6286.393689,3.701,F3V
4462.813028,0.773,K0III
5916.876245,4.427,F8V
5715.897293,3.706,F8/G0V
5474.006887,4.789,G3V
4680.646128,0.101,G8III
6488.574974,2.807,F4V
3470.800612,0.472,M1III
6755.138715,2.643,F0V
3796.414025,1.229,K2/K3III
5268.96366,5.028,G5V
4938.036357,6.29,K1V
7621.466406,2.579,A8III
8118.874434,0.836,A7Vni
5942.714184,3.902,F8V
7351.644126,1.858,A5V
3592.153927,1.176,M2III
4456.476054,2.783,K1IV
3611.969354,-3.755,K1II
5653.893575,4.556,G1V
5676.947207,2.042,F7/F8V
10317.13021,-0.656,B7V
4562.886161,0.508,K0IIICNpvar
7271.674694,1.693,A6IV
3827.80726,0.742,K1III
5545.680917,2.81,G0V
6472.444261,3.164,F3V
4196.391418,1.202,K1III
4364.045819,2.321,K1III
4209.1395,1.06,K1IIICN...
9098.451523,-0.909,B9IV
4852.711238,-13.64,G3Ia
4518.693125,0.818,K0III
5193.421333,-9.29,K3V
4540.655236,0.249,G8III
6326.578557,1.818,F0IV
8100.037128,1.819,A7V
7573.45697,1.042,A7V
6203.079979,2.765,F5V
4567.365068,-0.387,G3/G5III
8706.276151,1.682,A1V
4558.418218,0.527,K1III
4043.962966,1.237,K2III
5390.986769,3.658,G3V
6615.67153,3.3,F2V
5099.747694,5.255,G5V:
5459.948433,4.182,G6:V+...
4456.476054,3.174,K1IV
4135.81811,0.084,K1III
3806.332814,0.435,K1/K2III
11611.87543,-1.713,B4II
9011.591969,1.013,A1V
5387.595678,4.327,G3/G5V
5787.72126,4.439,F8/G0V
5586.11361,4.664,G1V
4781.007265,1.323,G8III:+...
4348.111353,1.289,K0III
4464.930363,1.89,K0III
4364.045819,1.404,G9III-IV
6004.1156,3.926,F6V
4137.568536,-0.224,K1III
5676.947207,3.995,G2V
3627.011419,2.212,K3/K4III
7935.283437,2.809,A7V
4072.327163,0.826,K2III
6644.132206,2.27,F2V
5861.844882,1.909,F7IV
11588.82455,0.797,B8IV
8891.033292,1.074,A1V
8025.766793,2.32,A5V
5791.777837,3.142,F8V
6286.393689,3.432,F0IV
4183.739424,1.166,K1III
11320.85975,1.38,B8/B9II
4167.61191,1.267,K0III
4756.034578,5.711,K1/K2IV
4398.396672,1.665,K1III
5513.138907,4.29,G0V
3528.4089,-0.656,M1III
4542.866145,1.024,K0III
3534.30186,-1.033,M2III
3703.311779,-0.331,K4III
3786.559601,-12.71,G3Ib
6276.446861,3.212,F5V
4314.728334,0.638,K1III
7613.412016,1.81,A8/A9V
4141.07495,0.97,K1III
5073.335461,5.719,G8V
4408.629077,2.152,K0III
4094.355838,0.342,K2II-III
4414.79715,0.842,K0III
6341.814156,3.108,F2V
4549.515054,0.142,G9III
11588.82455,0.955,B8/B9V
5601,3.7,G5V
6067.128027,2.223,F5V
6610.015901,2.043,F0/F2V
4488.387975,1.646,G8/K0III
8706.276151,0.473,A3IV
5882.858873,3.592,F7V
7573.45697,1.299,A9V
3649.870829,0.089,K5III
4932.593494,4.513,G8/K0V
3695.369015,-1.547,K5III
5601,-0.88,M1III
9552.154655,0.114,A0V
6080.846809,2.699,F5V
5627.291427,4.657,G0V
4443.869322,-0.6,G6III
5661.552085,2.796,F9V
5001.727254,5.726,G8/K0V
5680.812363,2.868,G0V
4460.698201,0.186,G9III
8867.402621,1.775,A1V
6103.884718,1.883,F3V
4514.332504,-0.153,G8III
10546.90245,0.087,B9V
4192.766808,-0.377,K1III
10546.90245,2.581,B9V
4097.771359,1.866,M7/8III
4135.81811,1.879,K0IIICN...
3963.322245,1.004,K3III
5021.522107,3.026,G8IV
3512.038449,0.398,K3/K4III
5891.317335,3.576,F8V
6085.436994,2.215,F3V
9580.626081,1.106,A1V(m)
6198.264858,1.722,F0III
8185.677279,1.649,A5III
5035.781731,5.411,G8/K0V
10248.91747,1.14,A0V
5466.966362,5.004,G5V
5870.22793,2.71,F7V
9278.626168,1.269,A1V
4652.25696,-1.378,G6III
4699.814408,0.427,G8III
6398.472457,3.041,F0V
4142.830945,0.541,K0III
6008.56227,3.087,F7V
5288.28161,4.17,G2V
9136.322358,-8.83,B9III
4174.760474,1.548,K1III
6593.12128,2.504,F0IV
10421.60859,0.364,B9.5V
3276.528031,0.838,M1/M2III:
8661.571144,3.163,B5III
4954.455449,5.439,G8/K0V
3795.002325,0.265,K3III
5824.488304,3.358,F7/F8V
6160.077476,3.83,F3V
5520.329177,2.862,G0V
6085.436994,3.64,F5V
3536.665942,-1.537,K5III
9786.039741,0.399,A1V
9331.76093,1.608,A0/A1V
8809.006554,0.595,B9IV
3432.946982,-1.119,K5III
6030.919743,3.132,F6V
4811.411255,3.515,K0V
8573.858089,0.809,A0V
8303.45933,1.539,A1/A2V
6483.18691,1.361,F2V
7017.879164,2.31,F0IV
10018.77719,1.447,A0V
5755.522428,4.76,F8Vn
3684.844638,-1.778,M4III
5747.5425,3.644,F7V
5032.92171,4.547,K0V
3524.884896,0.218,K5III
3711.297361,8.561,M2V:
4242.369764,2.218,K2III
4467.050211,0.472,K0/K1III
6094.643406,2.933,F8Vm
4505.642737,0.068,K0III
6499.384764,3.407,F5/F6V
5505.972004,3.142,G2V
4223.827901,-0.453,G8IIICN...
3716.645053,0.168,K4/K5III
4959.958872,4.9,G6/G8V
6341.814156,3.144,F0V
5612.23008,4.759,G5V
7017.879164,-13.04,B5Ib
5973.217658,1.501,F5IV
8509.51356,-9,B5III
9060.970709,0.447,B9V
7980.204523,-0.256,B6V
4538.447014,6.706,K3V
6445.78121,2.437,F3V
4171.182364,1.117,K1III
10034.78802,-0.199,B5V
5795.84153,3.879,F6/F7V
4030.785068,1.9,K2III
4246.102601,1.295,K1III
3773.983136,-0.406,K2III
5743.562896,3.166,F7V
6846.118722,2.773,F0V
7278.854823,0.304,A7IV
3096.260555,-13.33,M2Ib
4378.10882,0.326,K1II
4638.222989,-0.724,G8III
6251.750984,-0.158,B8V
7322.310834,2.382,F0V
4612.766777,0.428,G7III...
3509.715288,-0.213,M2/M3III
7565.528723,1.843,A1/A2V+...
3648.591407,10.46,M2V
10282.88244,0.622,B9IV
4726.493872,5.264,K2V
5442.501702,3.782,G5V
6256.670718,3.535,F5/F6V
4542.866145,1.599,G6III
4801.222978,0.245,G8III
4063.933204,-0.396,K3III
4850.104005,1.457,G6III
4346.129759,-1.463,K0III
6921.145614,2.209,F0V
4350.095206,-1.07,F7V comp
4244.235157,0.483,K1III
3960.179868,0.171,K1III
4007.979984,0.087,K1III
7821.387865,0.681,A9IV
3652.433041,-0.101,K4III
9399.260471,0.896,B9V
5783.671778,4.17,F8V
14792.04747,-3.462,B3III
4255.470731,-2.346,G8III
4855.321977,2.362,K0III+...
6672.900966,2.857,F2V
4501.313509,0.96,G8IV
6815.452952,2.536,F0V
4378.10882,0.733,G8/K0III
5390.986769,4.797,G3V
5224.566405,4.62,G8V
7589.375962,1.663,A8V
7744.894308,2.12,A7V
6296.38002,3.444,F3V
4551.736768,0.635,K0III
4935.31305,5.4,K0V
4638.222989,0.582,G8III
5711.972213,3.087,F5V
3503.924155,-1.72,M1/M2III
5874.430707,2.123,F5V
6026.431617,2.77,F6V
8195.333048,1.526,A3III-IV
6510.23969,2.346,F2/F3V
4212.799622,-0.099,K1IIICN...
4824.222904,1.769,G0IV
4043.962966,0.888,K2III
5812.167858,2.37,F6V
3260.017879,-0.7,M0III
4287.71293,0.911,G8III
7980.204523,2.395,A5IV
5799.912358,3.739,F8V
7534.022039,2.652,A2IV
6030.919743,4.388,F5V
5428.644273,4.022,G3/G5V
3966.470863,0.781,K2III
10148.68255,1.146,B9.5V
9426.603798,1.701,A0V
9971.125339,-0.573,A0V
6521.140052,3.627,F2V
10867.53606,0.062,A0IV
7998.351672,-13.43,B1Iab
9924.036089,-0.537,A0IV
6895.90895,2.308,F2III-IVvar
8044.174525,-2.237,B1Iab
10657.34248,0.234,B9V
5955.739318,2.592,F5IV
6013.017182,4.335,F8V
4278.166642,0.841,K1III
3957.043713,0.578,G8III
10528.77283,0.35,A0IV
6429.914661,2.922,F2V
5123.51587,2.69,G5IV
10282.88244,0.332,A0V
3662.72703,10.392,M2Vvar
7097.742302,2.21,F0Vn
5767.544413,3.613,F8/G0V
6357.141813,2.202,F0V
9877.498885,0.147,B8/B9V
3883.592445,0.516,K2/K3III
9638.210827,1.462,A0V
3930.634819,-1.047,G5III
9265.460325,-0.324,A0V
10334.36133,0.578,A0V
6164.818732,3.624,F5V
5665.391076,4.269,G1V
3450.631239,0.112,M2III
9073.421376,0.167,A2V
6610.015901,2.416,F2IV
4060.587714,0.836,K3III
6085.436994,2.167,F5III
11658.323,-0.945,B8V
4601.310748,0.804,G6IV
13644.62927,-1.668,B2IIIp
4592.196982,2.708,K0II
4938.036357,3.597,G8III
7373.837789,2.463,A3V
3413.320729,-1.472,M0III
3816.316645,0.969,K2/K3III
10867.53606,0.978,B9.5IV
4654.606288,3.413,G8V
5571.325741,4.394,G2V
3464.044793,-0.465,M1/M2III
5320.875154,4.747,G5V
8728.845904,0.745,A3V
3662.72703,-0.974,K4III
4171.182364,0.967,K2II
10694.80243,-0.621,B9III
5803.990342,3.018,F5V
4344.150422,0.694,K0III
4501.313509,-0.814,G8III
9331.76093,1.856,A1V
3785.157042,2.157,M0II:
5916.876245,3.73,F6/F7V
10789.91039,-0.63,A0IV
4408.629077,0.425,K0III
9161.789479,0.954,A1V
9756.021185,0.539,A1V
7031.033581,1.493,A7III
3592.153927,-1.69,K3III
3510.876388,0.119,M2III
3901.634727,0.907,K1III
5799.912358,3.838,F7V
4496.994667,2.911,K0III
11728.87288,-1.432,B2V
7479.666522,1.44,F2III
7011.324991,2.338,A9V
4301.167607,0.44,K0III
3955.477962,-0.303,K2III
4574.104081,1.516,G9IIICN...
10099.4767,-0.16,A0IV
4445.964252,0.011,K0III
5951.389681,3.171,F8IV
4460.698201,6.758,K2/K3V:
6707.83772,2.888,F2V
3653.715834,0.66,K3III
7487.371561,2.996,A8/A9III
6203.079979,1.949,F5IV
4366.047904,1.07,K0III
4192.766808,3.901,G1Iab:pe
5828.609647,4.261,G2V
3656.284803,0.652,K3III
4479.822346,0.276,K2III
4164.049087,-0.585,K1III
7257.367409,2.082,A2V
5439.029058,4.839,G1V
3669.19771,0.25,K3III
5791.777837,3.852,F9V
6108.518527,2.708,F5V
10676.03138,-1.101,B8Vn...
4220.143794,1.301,K0III
3845.206421,-0.124,K2III
5578.707426,4.464,G1/G2V
6008.56227,3.947,G0/G1V
4962.716319,5.584,G8V
4452.263883,1.841,G8III
4460.698201,2.15,K0III
6559.653569,3.221,F0III:
4503.476822,0.592,G8III
4113.229809,0.194,K0III
4085.848082,2.031,K2III
4032.426434,7.069,K7V
4358.053307,0.947,K0III
6127.142077,3.065,F6V
6456.413429,2.331,F2V
8520.153778,2.102,A0V
4654.606288,-11.23,G2Iab
9846.775685,0.854,A1V
3715.306324,0.745,M0V
6155.345325,2.992,F3/F5V
4042.309839,1.754,K2III
4631.245593,6.395,K3V
6403.686124,-12.44,B1Ib
4264.890704,0.495,G8III
4509.982388,0.407,K0III
7917.491313,-14.89,B9Ia
4527.446045,-0.342,G5Vw...
4052.254026,-16.07,G0Ia0
3732.804411,0.152,K2/K3III
9291.838881,-0.331,A0/A1V
4334.287435,0.442,K0III
4423.054898,1.28,G8III
3371.742974,-0.925,M2III
9023.873528,1.799,A1V
4427.198275,-0.021,G8/K0III
9278.626168,1.703,A1V
5285.049658,1.712,G1V
9123.65501,-0.05,A3IV
4507.811257,1.377,K0III
10002.83006,-0.216,A0/A1V
6761.110109,0.268,A8/A9V
5481.070123,3.018,G0V
9681.971242,-0.472,Ap SiCr
10421.60859,0.977,B9V
4344.150422,1.095,K0III
4647.567184,-0.391,G8III
6655.602442,3.5,F0V
6188.662586,3.681,F5V
3785.157042,0.367,M3.5III
5964.462482,4.626,B6III
5870.22793,2.511,F6/F7V
5144.54162,5.671,G6/G8V
4308.903523,0.35,G6/G8III
8762.976343,1.507,A0/A1V
3571.395253,-0.237,M2III
4192.766808,-0.232,K1III
11520.35266,-0.487,B8V
6731.384351,2.69,F0V
4540.655236,3.28,K0III
6604.372344,2.711,B9V
9877.498885,0.378,A1V
4356.060371,0.504,K0III
5466.966362,2.764,F8/G0V
3785.157042,7.699,M0V
3879.11439,-0.456,K2III
3520.199884,-0.338,M1III:
12175.75339,-1.929,B2Ve
6429.914661,3.155,F2V
4268.673313,0.2,K0III
5007.363003,5.014,G8V
3565.346652,1.276,K5/M0III
9726.231778,0.466,A1V
3605.747718,-0.059,M3III
4332.321548,6.869,K5V
7944.217053,0.977,B0II
8740.185751,1.202,A3V
6326.578557,2.831,F2V
5700.237288,2.207,F7V
3646.035923,-1.089,M4.5III:
4538.447014,0.606,G8III
5401.192143,2.775,G3V
4020.97183,0.004,K1III
12149.80612,-0.831,B7III
4793.617078,-0.272,G6III
6080.846809,4.479,G1V-VI
6362.271643,1.777,F3/F5IV
5874.430707,3.673,F6V
4003.135039,7.937,K8V
7214.864373,0.633,A9V
4306.966284,7.698,K5V
4089.245877,0.272,G8/K0IV
5845.168212,2.625,F6/F7IV
4481.959921,0.983,G8/K0III
7653.898239,1.348,A2/A3V
3436.245514,-1.121,M3III
7998.351672,1.406,A2IV
3823.488154,0.138,K2/K3III
4089.245877,7.391,K4V
4142.830945,0.332,K1III
9908.462863,-0.631,A1V
10770.71979,-0.509,B8V
7795.680727,2.552,A5V
4274.362982,7.054,K5V
4092.650744,1.817,K2III
4645.226725,0.72,K0III
5073.335461,5.324,G8/K0V
5488.156188,4.365,G3/G5V
3657.570982,-0.686,M4III
4075.6969,0.549,K2III
6164.818732,3.007,F5III
9924.036089,0.131,B7Vn
8293.482207,1.499,A1V
8584.700782,1.611,A3V
3434.045613,-0.899,M2/M3III
3466.293077,-0.44,M0III
3974.369842,-0.108,K0IICN...
10986.63383,-0.296,B9III
6367.411835,2.937,F3V
9862.107375,0.223,B8V
10386.4894,0.175,A0V
5916.876245,4.216,F6/F7V
5601,4.705,G0V
8100.037128,1.858,A2III
9136.322358,1.491,A2V
3812.029853,-0.001,K3III
5759.522792,1.842,F5V
5832.738289,-15.41,A6Ia
7899.798585,2.154,A4/A5IV
9986.946248,-1.012,B1:Vn
6461.746003,2.25,F0V
6193.45907,3.664,F0V
8914.822028,1.586,A4V
12022.11356,0.311,B9V
4652.25696,0.531,G8IV
9213.260375,0.455,B8/B9III
5534.780311,4.505,G3V
7004.786101,2.299,F2III
4751.079085,3.266,G8/K0V
5638.653958,4.038,F7/F8V
6291.381901,2.175,F2V
10492.74619,-0.393,B8V
6357.141813,2.994,F1V
5477.535659,1.896,F8/G0IV
8147.336782,1.312,B8/B9III
3553.325914,-0.509,M2III
3435.145123,-0.725,K3/K4III
5552.977866,4.467,G3V
5265.761129,4.255,G3/G5V
8477.791189,1.246,A1III
4378.10882,1.477,K0III
4130.577921,7.39,K5V
3458.439994,-0.654,K5/M0III
8855.646036,1.609,A0V
7315.023139,-8.99,B9.5V
3892.587453,0.779,K4III
3460.679191,-0.145,M2III
4458.585878,0.38,K0III
5942.714184,3.38,F6V
12667.78506,-3.409,B1.5V
9726.231778,0.419,A0V
6493.974246,2.396,F2V
10601.76296,1.172,B9III
6261.600142,2.973,F3/F5V
7926.374894,2.432,A6V
3918.358765,0.18,K2III
4181.939772,1.045,K2III
7605.378871,1.255,A8V
5102.703641,3.248,G5III
4844.90003,6.151,K0V
3684.844638,1.046,K3/K4III
4001.523309,0.957,K2IIICN...
10676.03138,-0.645,A0V
5669.236582,1.406,F5V
5007.363003,4.424,G3V
7549.734293,0.859,A5V
3764.27335,0.82,K3/K4III
4221.984843,1.879,K3III
4200.023871,1.165,K0/K1III
6755.138715,1.241,F2/F3III
4542.866145,0.393,G5III
8573.858089,1.294,A4V
4176.552409,1.482,K1III
3734.158962,-0.491,K3III
4473.424883,0.693,K0III
10369.04044,-0.191,A2V
3985.494749,-1.583,K0II
4781.007265,1.977,G6/G8V:
5787.72126,4.415,G0V
8025.766793,-0.806,B0III
8293.482207,1.017,A0V
3589.696073,-1.586,K4III
4624.294378,2.445,K0IV
3691.413576,1.462,K3III
6684.495933,2.511,F3V
4839.709992,6.137,K1V
5925.457649,2.81,F5V
4251.717284,1.087,K1III
4475.554832,2.086,K0III
4148.110119,1.592,K1/K2III
5425.193681,3.96,G3V
8938.770527,1.317,A1V
4259.232473,7.207,K4V
5623.516621,4.933,G1/G2V
3780.957145,1.608,K3/K4III
5227.70664,4.229,G6V
3521.369678,-0.721,K4III
3497.006237,-0.871,K5III
6761.110109,3.205,A9/F0V+...
8156.879784,-0.301,A2V
6644.132206,3.209,F3V
3816.316645,1.959,K3/K4III
7293.268403,1.975,A7V
11277.69149,0.417,B9/B9.5IV
8797.442382,-1.498,A2V
3462.922017,-2.783,M3III
4834.533831,1.657,G6/G8V
6090.035851,0.895,F3/F5IV
4512.156136,0.552,G8/K0III
5916.876245,0.31,B8III
9136.322358,1.914,A3V
3871.679573,9,K7V
4619.674703,1.343,G8III
3871.679573,9.199,K7V
12498.31318,0.786,B4V
3214.501864,-2.799,K4/K5III
3541.405988,-1.816,M4III
5058.809076,4.89,G8IV
3598.317014,-1.789,K4III
5995.24689,3.945,F7V
4223.827901,0.683,K0III
6017.480361,3.099,F5V
5899.806267,3.852,F7/F8V
3629.53368,-0.431,M3III
7597.366883,2.579,A6III
7653.898239,2.306,A5V
8914.822028,-0.017,A3V
6207.904463,3.539,F3/F5V
5505.972004,5.164,G5V
4116.684853,7.571,K7V
4113.229809,-0.058,K3III
9862.107375,1.556,A0/A1Vn
10713.65621,0.509,A0V
6367.411835,3.969,F5V
4318.622494,2.033,K1III
7172.97822,2.542,F0V
4106.341417,1.915,K1III
7351.644126,0.656,A7V
3206.143457,-0.805,K3/K4III:
4330.35789,1.228,K0III
6207.904463,3.111,F3/F5V
6306.406105,3.845,F6V+...
8962.880512,-0.478,A2V
3625.75193,-0.848,K4III
6326.578557,0.093,F2V
4322.525451,0.847,K0III
8244.042487,1.569,A3V
5552.977866,4.632,G0V
6927.490923,1.051,A5III
3783.755781,8.714,K7V
6483.18691,2.72,F3V
5759.522792,3.381,G0V
5747.5425,2.155,F0/F2IV
8843.928342,0.81,A0V
5960.09691,1.437,F5V
8661.571144,-8.93,O9V
4280.071648,1.422,K1III
4932.593494,0.852,G3/G5III
8214.730297,0.987,B8V
7787.158528,0.691,A7IVn
4270.567765,0.188,K0III:
6094.643406,2.722,F5V
6667.122312,1.825,F2V
3944.560912,0.325,K2/K3III
6504.806566,1.58,F0IV
5999.677148,3.395,F3/F5V
